TripA_num,Time [s],SoC [%],displayed SoC [%],Velocity [km/h],Motor Torque [Nm],Heating Power CAN [kW],AirCon Power [kW]
2014.7.11-1,532.2,81.20820000000028,94.43156666666667,91.21394166666663,19.438283333333334,0.04599999999999999,0.8607083333333315
2014.7.11-2,652.2,78.87388333333304,91.45886666666668,83.92822500000013,13.786075000000007,0.09199999999999996,0.602466666666665
2014.7.11-3,772.2,77.01866666666682,89.030325,71.8418666666665,22.74185,0.04599999999999999,0.5226499999999962
2014.7.12-1,639.2,70.5981666666653,80.60404999999999,56.13064166666668,3.521991666666666,0.04599999999999999,0.7374999999999939
2014.7.12-2,759.2,69.76175000000005,79.511875,77.50376666666678,9.991174999999988,0.0,0.6013499999999936
2014.7.12-3,879.2,68.66382499999976,78.14774999999999,77.78524166666665,19.550200000000007,0.09199999999999996,0.48710000000000575
2014.7.13-1,178.0,84.94624166666621,100.0,19.492724999999993,4.970216666666661,1.4800000000000149,0.24323333333333552
2014.7.13-2,298.0,84.641599999999,100.0,23.460724999999982,6.230116666666667,1.5473333333333474,0.2917833333333318
2014.7.13-3,418.0,84.2855750000013,100.0,27.174916666666658,7.714108333333338,1.5136666666666814,0.20406666666666629
2014.7.14-1,167.3,81.79054166666769,96.87220833333335,18.527566666666637,19.854008333333297,0.2300000000000001,0.5323750000000087
2014.7.14-2,287.3,81.16028333333381,96.01210000000003,28.777541666666718,11.51414166666667,0.04599999999999999,0.23824166666666372
2014.7.14-3,407.3,80.55694999999874,95.07253333333334,29.803283333333365,13.060574999999995,0.21966666666666665,0.2161333333333324
2014.7.15-1,937.4,66.39415833333341,78.12083333333334,80.19586666666663,9.56649166666666,0.13799999999999998,0.07636666666666644
2014.7.15-2,1057.4,65.6684583333322,77.07543333333334,57.83583333333331,6.29674166666666,0.0,0.07521666666666606
2014.7.15-3,1177.4,65.18460833333273,76.38170000000001,55.090641666666535,7.424574999999994,0.04599999999999999,0.0834666666666665
2014.7.16-1,773.3,57.077574999999584,65.51082500000001,75.89960833333345,12.228716666666664,0.0,0.08321666666666626
2014.7.16-2,893.3,55.665124999999925,63.62035000000001,81.5923416666668,14.319875000000009,0.04599999999999999,0.07707499999999988
2014.7.16-3,1013.3,53.8208166666669,61.16724166666669,97.29070833333334,19.414549999999995,0.09199999999999996,0.06843333333333348
2014.7.17-1,154.3,84.21587500000018,98.79484166666667,70.34901666666666,29.134400000000017,0.13799999999999998,0.09805000000000025
2014.7.17-2,274.3,80.77954166666699,94.33574166666668,119.6678083333334,18.279516666666684,0.2300000000000001,0.0
2014.7.17-3,394.3,79.12379166666642,92.08515833333334,83.14230833333326,9.966058333333335,0.16315000000000004,0.0
2014.7.18-1,260.4,75.19742499999975,86.97245000000002,79.84759166666679,19.51995833333334,0.716366666666681,0.45633333333333376
2014.7.18-2,380.4,72.23565833333295,83.1901666666667,115.59178333333334,17.800183333333337,0.844200000000025,0.27487499999999976
2014.7.18-3,500.4,70.88649999999907,81.34106666666666,46.95706666666666,-5.01921666666667,0.705908333333355,0.26836666666666276
2014.7.19-1,613.8,83.88929999999911,93.99244166666668,23.413516666666712,4.075408333333332,0.09199999999999996,0.2834333333333349
2014.7.19-2,733.8,83.63098333333357,93.5,17.89745,2.545283333333331,0.0,0.2776666666666675
2014.7.19-3,853.8,83.1341249999998,93.04322499999998,39.493775000000014,6.29471666666666,0.0,0.25416666666666726
2014.7.20-1,679.8,73.09412499999873,84.20863333333334,29.602100000000004,6.976600000000012,0.9997916666666699,0.0
2014.7.20-2,799.8,72.56162499999824,83.54686666666667,23.224375000000038,11.971174999999985,0.992233333333327,0.0
2014.7.20-3,919.8,72.22164166666667,83.0,4.452474999999999,4.504616666666665,0.9531166666666735,0.0
2014.7.21-1,811.4,66.89283333333205,73.37645833333333,45.755616666666626,1.0897250000000065,0.0,0.42051666666666554
2014.7.21-2,931.4,66.81765833333469,73.08151666666667,11.88523333333334,-6.08252499999998,0.0,0.44453333333333356
2014.7.21-3,1051.4,66.6151083333324,72.93786666666666,21.06726666666668,11.108575,0.0,0.4723000000000106
2014.7.22-1,739.4,84.38160437499945,97.99104395833334,28.307537533333424,12.73885143333334,0.04599999999999999,0.0
2014.7.22-2,859.4,83.93758668333363,97.38163490000001,15.484960774999996,8.822873008333328,0.0,0.0
2014.7.22-3,979.4,81.91748700000015,94.69394004166666,99.15266659166656,17.81147639166665,0.0,0.0
2014.7.23-1,341.3,85.13958190833178,99.3390845083333,18.56838055833333,5.306143858333326,0.8322452500000033,0.3269994916666685
2014.7.23-2,461.3,84.60180540833207,98.52168499999998,37.36999795833343,9.756149574999998,0.7388531916666689,0.2747441333333333
2014.7.23-3,581.3,83.97573409999943,97.67107564166668,31.188572750000016,8.525957991666674,3.352030324999997,0.22589354166666561
2014.7.24-1,86.1,78.06582949166705,90.03841445833334,111.34266112499996,21.026937058333335,2.6526704083333574,0.14636854999999932
2014.7.24-2,206.1,75.73758311666725,87.03876080833334,92.42755650000001,10.423875866666664,0.5461275916666689,0.1552527249999976
2014.7.24-3,326.1,74.55656051666602,85.3856638,71.9062853083333,6.058164258333342,0.3108363000000017,0.11021694166666686
2014.7.25-1,201.3,71.29759420833427,81.15947326666668,72.85177005000006,13.59465064166667,1.0042349416666707,0.02626683333333332
2014.7.25-2,321.3,67.81258688333257,76.77346543333336,131.57087414166676,22.71797580833334,1.3374923749999992,0.0
2014.7.25-3,441.3,66.02371797500031,74.39218199166667,59.839464158333335,-0.19268514166666137,1.2062629166666645,0.0
2014.7.26-1,626.1,83.38085833333332,97.54817500000003,55.9744333333334,8.074683333333342,0.09199999999999996,0.0
2014.7.26-2,746.1,82.9901166666658,96.84390833333333,42.89838333333328,9.402408333333325,0.20475000000000013,0.0
2014.7.26-3,866.1,81.80933333333286,95.26143333333333,69.7904083333334,21.88995000000001,0.19590833333333343,0.0
2014.7.27-1,820.2,72.47021964166649,82.987036,53.05619109166676,12.626312183333349,0.0,2.07286386666665
2014.7.27-2,940.2,71.62025844166692,81.83887098333334,70.60130985833335,7.0831884916666645,0.04599999999999999,0.8258059416666682
2014.7.27-3,1060.2,70.95596948333359,80.898438,40.5422828500001,4.70741099166667,0.17062440000000004,0.6858114833333329
2014.7.28-1,691.8,76.84522048333348,90.58501113333332,63.1992565,2.3649978083333303,0.04599999999999999,0.40780376666666707
2014.7.28-2,811.8,76.54370176666644,90.04464393333333,29.1363703500002,0.7371579416666674,0.04599999999999999,0.3485390250000006
2014.7.28-3,931.8,76.24073551666832,89.81623175833333,26.56626936666669,6.529185791666656,0.04599999999999999,0.32930091666666356
2014.7.29-1,489.5,67.86383299166701,78.54371465833333,73.70038185833319,12.039079891666677,0.24422308333333329,0.0
2014.7.29-2,609.5,66.96783526666748,77.27211852500001,61.996582783333345,10.213379425000015,0.16031770833333336,0.0
2014.7.29-3,729.5,65.94161529166705,75.988697625,60.24167180000011,10.225474516666662,0.0,0.0
2014.7.30-1,518.7,83.76970216666597,98.76186950833333,22.971488933333408,3.093363766666662,0.13799999999999998,0.0
2014.7.30-2,638.7,83.34927305000078,98.22937945833334,32.4011742416668,17.12767430833335,0.025244033333333336,0.0
2014.7.30-3,758.7,82.93256995833323,97.65009275833333,24.721669416666696,6.868645950000001,0.07080215833333331,0.0
2014.7.31-1,413.5,77.54362499999868,90.13039166666667,75.42289166666654,0.5866666666666706,0.22998333333333335,0.0
2014.7.31-2,533.5,76.51873333333305,88.79603333333334,71.23901666666664,26.143708333333354,1.3992416666666654,0.04533333333333336
2014.7.31-3,653.5,74.33882500000007,85.97826666666666,71.90609166666664,13.480191666666672,2.112649999999987,0.1918166666666665
